0,0,0
1,0.0382548,0.0382548
2,0.0761861,0.0761861
3,0.113477,0.113477
4,0.149818,0.149818
5,0.184916,0.184916
6,0.218493,0.218493
7,0.250295,0.250295
8,0.280091,0.280091
9,0.30768,0.30768
10,0.33289,0.33289
11,0.355582,0.355582
12,0.375651,0.375651
13,0.393029,0.393029
14,0.407679,0.407679
15,0.419601,0.419601
16,0.42883,0.42883
17,0.43543,0.43543
18,0.439498,0.439498
19,0.441158,0.441158
20,0.440557,0.440557
21,0.437868,0.437868
22,0.433277,0.433277
23,0.426987,0.426987
24,0.419213,0.419213
25,0.410172,0.410172
26,0.400087,0.400087
27,0.389177,0.389177
28,0.37766,0.37766
29,0.365742,0.365742
30,0.35362,0.35362
31,0.341474,0.341474
32,0.329466,0.329466
33,0.317741,0.317741
34,0.306422,0.306422
35,0.29561,0.29561
36,0.285384,0.285384
37,0.275802,0.275802
38,0.266896,0.266896
39,0.258681,0.258681
40,0.251148,0.251148
41,0.244273,0.244273
42,0.238011,0.238011
43,0.232306,0.232306
44,0.22709,0.22709
45,0.222282,0.222282
46,0.217799,0.217799
47,0.21355,0.21355
48,0.209443,0.209443
49,0.205391,0.205391
50,0.201306,0.201306
51,0.197108,0.197108
52,0.192725,0.192725
53,0.188094,0.188094
54,0.183163,0.183163
55,0.177893,0.177893
56,0.172258,0.172258
57,0.166245,0.166245
58,0.159853,0.159853
59,0.153096,0.153096
60,0.145998,0.145998
61,0.138596,0.138596
62,0.130935,0.130935
63,0.12307,0.12307
64,0.115061,0.115061
65,0.106973,0.106973
66,0.0988745,0.0988745
67,0.0908343,0.0908343
68,0.0829196,0.0829196
69,0.0751948,0.0751948
70,0.0677191,0.0677191
71,0.060545,0.060545
72,0.0537171,0.0537171
73,0.0472704,0.0472704
74,0.0412299,0.0412299
75,0.0356093,0.0356093
76,0.0304112,0.0304112
77,0.0256267,0.0256267
78,0.0212359,0.0212359
79,0.0172081,0.0172081
80,0.013503,0.013503
81,0.0100724,0.0100724
82,0.00685853,0.00685853
83,0.00379922,0.00379922
84,0.000827938,0.000827938
85,-0.00212409,-0.00212409
86,-0.00512607,-0.00512607
87,-0.00824595,-0.00824595
88,-0.0115486,-0.0115486
89,-0.0150937,-0.0150937
90,-0.0189348,-0.0189348
91,-0.0231172,-0.0231172
92,-0.0276771,-0.0276771
93,-0.0326407,-0.0326407
94,-0.0380231,-0.0380231
95,-0.0438282,-0.0438282
96,-0.0500487,-0.0500487
97,-0.0566657,-0.0566657
98,-0.0636499,-0.0636499
99,-0.0709618,-0.0709618
100,-0.0785535,-0.0785535
101,-0.0863692,-0.0863692
102,-0.0943473,-0.0943473
103,-0.102422,-0.102422
104,-0.110525,-0.110525
105,-0.118587,-0.118587
106,-0.126542,-0.126542
107,-0.134325,-0.134325
108,-0.141878,-0.141878
109,-0.149152,-0.149152
110,-0.156103,-0.156103
111,-0.162701,-0.162701
112,-0.168927,-0.168927
113,-0.174773,-0.174773
114,-0.180245,-0.180245
115,-0.185362,-0.185362
116,-0.190156,-0.190156
117,-0.194672,-0.194672
118,-0.198966,-0.198966
119,-0.203106,-0.203106
120,-0.207167,-0.207167
121,-0.211233,-0.211233
122,-0.21539,-0.21539
123,-0.219731,-0.219731
124,-0.224346,-0.224346
125,-0.229322,-0.229322
126,-0.234743,-0.234743
127,-0.240683,-0.240683
128,-0.247206,-0.247206
129,-0.254365,-0.254365
130,-0.262194,-0.262194
131,-0.270711,-0.270711
132,-0.279916,-0.279916
133,-0.289786,-0.289786
134,-0.300278,-0.300278
135,-0.311325,-0.311325
136,-0.322838,-0.322838
137,-0.334705,-0.334705
138,-0.346793,-0.346793
139,-0.358949,-0.358949
140,-0.371003,-0.371003
141,-0.382768,-0.382768
142,-0.394042,-0.394042
143,-0.404615,-0.404615
144,-0.414268,-0.414268
145,-0.422781,-0.422781
146,-0.429932,-0.429932
147,-0.435503,-0.435503
148,-0.439285,-0.439285
149,-0.441083,-0.441083
150,-0.440714,-0.440714
151,-0.438018,-0.438018
152,-0.432856,-0.432856
153,-0.425117,-0.425117
154,-0.414717,-0.414717
155,-0.401604,-0.401604
156,-0.385759,-0.385759
157,-0.367197,-0.367197
158,-0.345969,-0.345969
159,-0.32216,-0.32216
160,-0.295889,-0.295889
161,-0.267302,-0.267302
162,-0.236592,-0.236592
163,-0.203975,-0.203975
164,-0.169693,-0.169693
165,-0.134012,-0.134012
166,-0.0972149,-0.0972149
167,-0.0596045,-0.0596045
168,-0.0214934,-0.0214934
169,0.0167982,0.0167982
170,0.0549477,0.0549477
171,0.0926345,0.0926345
172,0.129545,0.129545
173,0.165376,0.165376
174,0.19984,0.19984
175,0.23267,0.23267
176,0.26362,0.26362
177,0.292474,0.292474
178,0.319041,0.319041
179,0.343165,0.343165
180,0.364721,0.364721
181,0.38362,0.38362
182,0.399807,0.399807
183,0.413262,0.413262
184,0.423999,0.423999
185,0.432068,0.432068
186,0.437546,0.437546
187,0.440541,0.440541
188,0.441181,0.441181
189,0.439636,0.439636
190,0.436082,0.436082
191,0.430715,0.430715
192,0.423744,0.423744
193,0.415383,0.415383
194,0.405856,0.405856
195,0.395382,0.395382
196,0.384182,0.384182
197,0.372466,0.372466
198,0.360438,0.360438
199,0.348285,0.348285
200,0.336181,0.336181
201,0.324281,0.324281
202,0.31272,0.31272
203,0.301612,0.301612
204,0.291049,0.291049
205,0.281099,0.281099
206,0.271809,0.271809
207,0.263205,0.263205
208,0.255291,0.255291
209,0.24805,0.24805
210,0.241449,0.241449
211,0.235439,0.235439
212,0.229958,0.229958
213,0.224931,0.224931
